orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10592,LEHMS,3,4/10/2021,4/30/2021,4/12/2021,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10593,LEHMS,7,6/19/2023,7/6/2023,6/24/2023,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Germany,60528,Germany
10594,OLDWO,3,5/13/2022,6/4/2022,5/18/2022,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10595,ERNSH,2,11/27/2021,12/20/2021,12/2/2021,1,96.78,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10596,WHITC,8,11/15/2024,11/30/2024,11/17/2024,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10597,PICCO,7,4/6/2024,4/20/2024,4/7/2024,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,Austria,5020,Austria
10598,RATTC,1,6/23/2023,7/14/2023,6/24/2023,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10599,BSBEV,6,6/6/2020,6/13/2020,6/12/2020,3,29.98,B's Beverages,Fauntleroy Circus,London,UK,EC2 5NT,UK
10600,HUNGC,4,11/27/2023,12/17/2023,11/29/2023,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10601,HILAA,7,1/10/2024,2/5/2024,1/11/2024,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10602,VAFFE,8,8/26/2024,9/15/2024,9/1/2024,2,2.92,Vaffeljernet,Smagsloget 45,Ã…rhus,Denmark,8200,Denmark
10603,SAVEA,8,1/29/2023,2/18/2023,2/4/2023,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10604,FURIB,1,1/17/2020,2/15/2020,1/17/2020,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Portugal,1675,Portugal
10605,MEREP,1,3/22/2023,4/17/2023,3/29/2023,2,379.13,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada
10606,TRADH,4,10/20/2021,11/4/2021,10/25/2021,3,79.4,TradiÃ§ao Hipermercados,Av. InÃªs de Castro,Sao Paulo,SP,05634-030,Brazil
10607,SAVEA,5,12/25/2021,1/10/2022,12/30/2021,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10608,TOMSP,4,11/2/2023,11/27/2023,11/8/2023,2,27.79,Toms SpezialitÃ¤ten,Luisenstr. 48,MÃ¼nster,Germany,44087,Germany
10609,DUMON,7,9/13/2020,9/23/2020,9/13/2020,2,1.85,Du monde entier, rue des Cinquante Otages,Nantes,France,44000,France
10610,LAMAI,8,9/19/2022,10/4/2022,9/25/2022,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,31000,France
10611,WOLZA,6,4/29/2020,5/8/2020,5/5/2020,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Poland,01-012,Poland
10612,SAVEA,1,1/9/2022,1/20/2022,1/16/2022,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10613,HILAA,4,4/12/2023,5/1/2023,4/14/2023,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10614,BLAUS,8,6/29/2021,7/26/2021,7/6/2021,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Germany,68306,Germany
10615,WILMK,2,8/16/2023,8/30/2023,8/21/2023,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,Finland,21240,Finland
10616,GREAL,1,5/18/2021,5/31/2021,5/21/2021,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10617,GREAL,4,12/6/2022,1/5/2023,12/7/2022,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10618,MEREP,1,10/25/2021,11/17/2021,10/31/2021,1,154.68,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada
10619,MEREP,3,5/22/2022,6/12/2022,5/29/2022,3,91.05,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada
10620,LAUGB,2,6/9/2022,6/23/2022,6/14/2022,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10621,ISLAT,4,1/26/2024,2/17/2024,1/28/2024,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10622,RICAR,4,2/14/2022,2/26/2022,2/21/2022,3,50.97,Ricardo Adocicados,Av. Copacabana,Rio de Janeiro,RJ,02389-890,Brazil
10623,FRANK,8,6/13/2023,6/21/2023,6/20/2023,2,97.18,Frankenversand,Berliner Platz 43,MÃ¼nchen,Germany,80805,Germany
10624,THECR,4,10/27/2020,11/9/2020,10/31/2020,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10625,ANATR,3,12/15/2022,12/29/2022,12/22/2022,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la ConstituciÃ³n 2222,MÃ©xico D.F.,Mexico,5021,Mexico
10626,BERGS,1,12/8/2021,12/22/2021,12/12/2021,2,138.69,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10627,SAVEA,8,10/26/2024,11/9/2024,10/27/2024,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10628,BLONP,4,11/12/2022,12/12/2022,11/16/2022,3,30.36,Blondel pÃ¨re et fils, place KlÃ©ber,Strasbourg,France,67000,France
10629,GODOS,4,10/7/2021,10/28/2021,10/12/2021,3,85.46,Godos Cocina TÃ­pica,C/ Romero,Sevilla,Spain,41101,Spain
10630,KOENE,1,6/8/2021,6/26/2021,6/9/2021,2,32.35,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10631,LAMAI,8,11/24/2024,12/11/2024,11/29/2024,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,France,31000,France
10632,WANDK,8,2/21/2021,3/5/2021,2/25/2021,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Germany,70563,Germany
10633,ERNSH,7,1/11/2020,1/23/2020,1/11/2020,3,477.9,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10634,FOLIG,4,4/24/2024,5/7/2024,4/26/2024,3,487.38,Folies gourmandes, chaussÃ©e de Tournai,Lille,France,59000,France
10635,MAGAA,8,6/24/2023,7/17/2023,6/25/2023,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Italy,24100,Italy
10636,WARTH,4,11/2/2021,11/22/2021,11/3/2021,1,1.15,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10637,QUEEN,6,3/10/2022,4/4/2022,3/12/2022,1,201.29,Queen Cozinha,Alameda dos CanÃ rios,Sao Paulo,SP,05487-020,Brazil
10638,LINOD,3,11/18/2023,12/16/2023,11/22/2023,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10639,SANTG,7,10/14/2021,10/21/2021,10/14/2021,3,38.64,SantÃ© Gourmet,Erling Skakkes gate 78,Stavern,Norway,4110,Norway
10640,WANDK,4,12/28/2020,1/13/2021,12/29/2020,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Germany,70563,Germany
10641,HILAA,4,6/16/2021,6/29/2021,6/17/2021,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10642,SIMOB,7,11/8/2024,12/5/2024,11/15/2024,3,41.89,Simons bistro,VinbÃ¦ltet 34,Kobenhavn,Denmark,1734,Denmark
10643,ALFKI,6,11/5/2023,11/27/2023,11/9/2023,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,Germany,12209,Germany
10644,WELLI,3,3/9/2020,3/26/2020,3/11/2020,2,0.14,Wellington Importadora,Rua do Mercado,Resende,SP,08737-363,Brazil
10645,HANAR,4,7/13/2023,7/27/2023,7/16/2023,1,12.41,Hanari Carnes,Rua do PaÃ§o,Rio de Janeiro,RJ,05454-876,Brazil
10646,HUNGO,9,12/8/2023,12/18/2023,12/15/2023,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,T13,Ireland
10647,QUEDE,4,11/16/2021,12/12/2021,11/18/2021,2,45.54,Que DelÃ­cia,Rua da Panificadora,Rio de Janeiro,RJ,02389-673,Brazil
10648,RICAR,5,2/22/2020,3/20/2020,2/25/2020,2,14.25,Ricardo Adocicados,Av. Copacabana,Rio de Janeiro,RJ,02389-890,Brazil
10649,MAISD,5,3/26/2023,4/25/2023,4/2/2023,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Belgium,B-1180,Belgium
10650,FAMIA,5,3/7/2023,3/27/2023,3/11/2023,3,176.81,Familia Arquibaldo,Rua OrÃ³s,Sao Paulo,SP,05442-030,Brazil
10651,WANDK,8,2/18/2021,3/13/2021,2/24/2021,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Germany,70563,Germany
10652,GOURL,4,5/4/2022,5/22/2022,5/10/2022,2,7.14,Gourmet Lanchonetes,Av. Brasil,Campinas,SP,04876-786,Brazil
10653,FRANK,1,12/26/2023,1/15/2024,12/28/2023,1,93.25,Frankenversand,Berliner Platz 43,MÃ¼nchen,Germany,80805,Germany
10654,BERGS,5,11/26/2023,12/26/2023,11/26/2023,1,55.26,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10655,REGGC,1,12/2/2022,12/27/2022,12/8/2022,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Italy,42100,Italy
10656,GREAL,6,6/19/2024,6/29/2024,6/25/2024,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10657,SAVEA,2,1/13/2023,2/4/2023,1/20/2023,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10658,QUICK,4,4/30/2020,5/28/2020,5/4/2020,1,364.15,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10659,QUEEN,7,9/16/2024,9/27/2024,9/22/2024,2,105.81,Queen Cozinha,Alameda dos CanÃ rios,Sao Paulo,SP,05487-020,Brazil
10660,HUNGC,8,5/31/2022,6/15/2022,6/1/2022,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10661,HUNGO,7,4/28/2020,5/8/2020,5/5/2020,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10662,LONEP,3,11/5/2020,11/29/2020,11/8/2020,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10663,BONAP,2,11/5/2022,11/14/2022,11/5/2022,2,113.15,Bon app', rue des Bouchers,Marseille,France,13008,France
10664,FURIB,1,1/19/2022,1/26/2022,1/26/2022,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Portugal,1675,Portugal
10665,LONEP,1,10/8/2022,10/28/2022,10/11/2022,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10666,RICSU,7,4/23/2022,5/23/2022,4/28/2022,2,232.42,Richter Supermarkt,Starenweg 5,GenÃ¨ve,Switzerland,1204,Switzerland
10667,ERNSH,7,1/31/2021,2/25/2021,2/7/2021,1,78.09,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10668,WANDK,1,2/17/2023,2/25/2023,2/21/2023,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Germany,70563,Germany
10669,SIMOB,2,9/20/2022,9/30/2022,9/20/2022,1,24.39,Simons bistro,VinbÃ¦ltet 34,Kobenhavn,Denmark,1734,Denmark
10670,FRANK,4,4/9/2022,4/28/2022,4/14/2022,1,203.48,Frankenversand,Berliner Platz 43,MÃ¼nchen,Germany,80805,Germany
10671,FRANR,1,4/26/2023,5/22/2023,4/28/2023,1,30.34,France restauration, rue Royale,Nantes,France,44000,France
10672,BERGS,9,7/29/2024,8/27/2024,8/5/2024,2,95.75,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10673,WILMK,2,1/7/2020,1/16/2020,1/9/2020,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,Finland,21240,Finland
10674,ISLAT,4,3/29/2021,4/22/2021,4/5/2021,2,0.9,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10675,FRANK,5,1/20/2023,2/18/2023,1/21/2023,2,31.85,Frankenversand,Berliner Platz 43,MÃ¼nchen,Germany,80805,Germany
10676,TORTU,2,6/17/2024,6/25/2024,6/21/2024,2,2.01,Tortuga Restaurante,Avda. Azteca 123,MÃ©xico D.F.,Mexico,5033,Mexico
10677,ANTON,1,6/23/2022,7/2/2022,6/26/2022,3,4.03,Antonio Moreno TaquerÃ­a,Mataderos  2312,MÃ©xico D.F.,Mexico,5023,Mexico
10678,SAVEA,7,1/2/2024,1/12/2024,1/7/2024,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10679,BLONP,8,3/29/2024,4/27/2024,4/1/2024,3,27.94,Blondel pÃ¨re et fils, place KlÃ©ber,Strasbourg,France,67000,France
10680,OLDWO,1,11/21/2023,12/11/2023,11/21/2023,1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10681,GREAL,3,11/28/2022,12/18/2022,12/2/2022,3,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10682,ANTON,3,9/4/2023,9/17/2023,9/7/2023,2,36.13,Antonio Moreno TaquerÃ­a,Mataderos  2312,MÃ©xico D.F.,Mexico,5023,Mexico
10683,DUMON,2,6/28/2022,7/5/2022,7/4/2022,1,4.4,Du monde entier, rue des Cinquante Otages,Nantes,France,44000,France
10684,OTTIK,3,3/25/2024,4/13/2024,3/30/2024,1,145.63,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,Germany,50739,Germany
10685,GOURL,4,7/18/2021,8/8/2021,7/24/2021,2,33.75,Gourmet Lanchonetes,Av. Brasil,Campinas,SP,04876-786,Brazil
10686,PICCO,2,11/7/2021,11/19/2021,11/8/2021,1,96.5,Piccolo und mehr,Geislweg 14,Salzburg,Austria,5020,Austria
10687,HUNGO,9,5/11/2021,5/25/2021,5/18/2021,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10688,VAFFE,4,5/23/2021,6/11/2021,5/23/2021,2,299.09,Vaffeljernet,Smagsloget 45,Ã…rhus,Denmark,8200,Denmark
10689,BERGS,1,12/29/2023,1/18/2024,1/3/2024,2,13.42,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10690,HANAR,1,4/23/2023,5/19/2023,4/29/2023,1,15.8,Hanari Carnes,Rua do PaÃ§o,Rio de Janeiro,RJ,05454-876,Brazil
10691,QUICK,2,2/11/2024,2/28/2024,2/16/2024,2,810.05,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10692,ALFKI,4,2/12/2020,3/4/2020,2/12/2020,2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,Germany,12209,Germany
10693,WHITC,3,2/19/2023,3/3/2023,2/25/2023,3,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10694,QUICK,8,12/18/2020,12/25/2020,12/22/2020,3,398.36,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10695,WILMK,7,1/2/2023,1/22/2023,1/2/2023,1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,Finland,21240,Finland
10696,WHITC,8,3/25/2023,4/17/2023,3/27/2023,3,102.55,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10697,LINOD,3,11/18/2022,12/17/2022,11/21/2022,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10698,ERNSH,4,7/12/2024,7/30/2024,7/13/2024,1,272.47,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10699,MORGK,3,12/16/2022,1/6/2023,12/20/2022,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Germany,4179,Germany
10700,SAVEA,3,4/3/2021,5/3/2021,4/4/2021,1,65.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10701,HUNGO,6,7/11/2022,8/10/2022,7/16/2022,3,220.31,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10702,ALFKI,4,2/28/2023,3/30/2023,3/5/2023,1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,Germany,12209,Germany
10703,FOLKO,6,11/25/2024,12/17/2024,12/2/2024,2,152.3,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10704,QUEEN,6,10/30/2020,11/28/2020,11/3/2020,1,4.78,Queen Cozinha,Alameda dos CanÃ rios,Sao Paulo,SP,05487-020,Brazil
10705,HILAA,9,10/2/2022,10/31/2022,10/8/2022,2,3.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San CristÃ³bal,TÃ¡chira,5022,Venezuela
10706,OLDWO,8,10/8/2022,10/23/2022,10/9/2022,3,135.63,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10707,AROUT,4,9/19/2020,10/17/2020,9/20/2020,3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10708,THEBI,6,6/19/2022,7/13/2022,6/22/2022,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10709,GOURL,1,1/27/2021,2/8/2021,1/28/2021,3,210.8,Gourmet Lanchonetes,Av. Brasil,Campinas,SP,04876-786,Brazil
10710,FRANS,1,12/16/2022,12/25/2022,12/23/2022,1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,Italy,10100,Italy
10711,SAVEA,5,1/8/2020,1/23/2020,1/8/2020,2,52.41,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10712,HUNGO,3,11/27/2021,12/8/2021,11/29/2021,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10713,SAVEA,1,10/29/2022,11/8/2022,11/3/2022,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10714,SAVEA,5,8/23/2023,9/18/2023,8/23/2023,3,24.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10715,BONAP,3,4/21/2023,5/14/2023,4/27/2023,1,63.2,Bon app', rue des Bouchers,Marseille,France,13008,France
10716,RANCH,4,3/5/2022,3/28/2022,3/6/2022,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,Argentina,1010,Argentina
10717,FRANK,1,1/22/2021,2/8/2021,1/28/2021,2,59.25,Frankenversand,Berliner Platz 43,MÃ¼nchen,Germany,80805,Germany
10718,KOENE,1,7/12/2023,7/22/2023,7/15/2023,3,170.88,KÃ¶niglich Essen,Maubelstr. 90,Brandenburg,Germany,14776,Germany
10719,LETSS,8,10/6/2023,10/18/2023,10/11/2023,2,51.44,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10720,QUEDE,8,1/11/2024,2/9/2024,1/16/2024,2,9.53,Que DelÃ­cia,Rua da Panificadora,Rio de Janeiro,RJ,02389-673,Brazil
10721,QUICK,5,9/12/2020,9/24/2020,9/15/2020,3,48.92,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10722,SAVEA,8,1/22/2021,2/16/2021,1/23/2021,1,74.58,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10723,WHITC,3,10/17/2021,11/5/2021,10/19/2021,1,21.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10724,MEREP,8,4/26/2023,5/11/2023,4/29/2023,2,57.75,MÃ¨re Paillarde,43 rue St. Laurent,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada
10725,FAMIA,4,4/17/2022,5/2/2022,4/20/2022,3,10.83,Familia Arquibaldo,Rua OrÃ³s,Sao Paulo,SP,05442-030,Brazil
10726,EASTC,4,12/6/2020,12/16/2020,12/9/2020,1,16.56,Eastern Connection,35 King George,London,UK,WX3 6FW,UK
10727,REGGC,2,11/17/2024,12/16/2024,11/24/2024,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Italy,42100,Italy
10728,QUEEN,4,9/29/2022,10/19/2022,9/30/2022,2,58.33,Queen Cozinha,Alameda dos CanÃ rios,Sao Paulo,SP,05487-020,Brazil
10729,LINOD,8,1/17/2021,2/7/2021,1/20/2021,3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10730,BONAP,5,9/15/2023,10/11/2023,9/22/2023,1,20.12,Bon app', rue des Bouchers,Marseille,France,13008,France
10731,CHOPS,7,6/30/2024,7/27/2024,7/4/2024,1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,Switzerland,3012,Switzerland
10732,BONAP,3,11/6/2023,11/19/2023,11/9/2023,1,16.97,Bon app', rue des Bouchers,Marseille,France,13008,France
10733,BERGS,1,11/16/2022,12/10/2022,11/23/2022,3,110.11,Berglunds snabbkÃ¶p,BerguvsvÃ¤gen  8,LuleÃ¥,Sweden,S-958 22,Sweden
10734,GOURL,2,9/18/2020,10/17/2020,9/23/2020,3,1.63,Gourmet Lanchonetes,442,Campinas,SP,04876-786,Brazil
10735,LETSS,6,7/22/2024,7/31/2024,7/29/2024,2,45.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10736,HUNGO,9,10/23/2023,11/13/2023,10/30/2023,2,44.1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10737,VINET,2,1/4/2023,1/31/2023,1/9/2023,2,7.79,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,France
10738,SPECD,2,12/6/2022,12/30/2022,12/6/2022,1,2.91,SpÃ©cialitÃ©s du monde, rue Lauriston,Paris,France,75016,France
10739,VINET,3,12/29/2021,1/9/2022,1/4/2022,3,11.08,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,France
10740,WHITC,4,4/1/2023,4/19/2023,4/2/2023,2,81.88,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10741,AROUT,4,12/8/2021,1/6/2022,12/14/2021,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10742,BOTTM,3,11/22/2022,12/13/2022,11/22/2022,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10743,AROUT,1,1/6/2024,1/15/2024,1/9/2024,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10744,VAFFE,6,7/10/2020,7/20/2020,7/12/2020,1,69.19,Vaffeljernet,Smagsloget 45,Ã…rhus,Denmark,8200,Denmark
10745,QUICK,9,12/18/2023,1/5/2024,12/25/2023,1,3.52,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10746,CHOPS,1,3/18/2020,3/31/2020,3/23/2020,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,Switzerland,3012,Switzerland
10747,PICCO,6,6/8/2024,7/4/2024,6/8/2024,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,Austria,5020,Austria
10748,SAVEA,3,12/25/2024,1/7/2025,12/27/2024,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10749,ISLAT,4,11/19/2020,12/11/2020,11/20/2020,2,61.53,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10750,WARTH,9,6/6/2022,6/30/2022,6/9/2022,1,79.3,Wartian Herkku,Torikatu 38,Oulu,Finland,90110,Finland
10751,RICSU,3,3/17/2024,4/12/2024,3/23/2024,3,130.79,Richter Supermarkt,Starenweg 5,GenÃ¨ve,Switzerland,1204,Switzerland
10752,NORTS,2,12/3/2021,1/1/2022,12/7/2021,3,1.39,North/South,South House 300 Queensbridge,London,UK,SW7 1RZ,UK
10753,FRANS,3,10/29/2024,11/28/2024,10/31/2024,1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,Italy,10100,Italy
10754,MAGAA,6,9/1/2021,9/18/2021,9/2/2021,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Italy,24100,Italy
10755,BONAP,4,7/22/2020,8/3/2020,7/25/2020,2,16.71,Bon app', rue des Bouchers,Marseille,France,13008,France
10756,SPLIR,8,12/8/2022,12/19/2022,12/12/2022,2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10757,SAVEA,6,2/11/2020,3/8/2020,2/13/2020,1,8.19,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10758,RICSU,3,3/30/2021,4/25/2021,3/31/2021,3,138.17,Richter Supermarkt,Starenweg 5,GenÃ¨ve,Switzerland,1204,Switzerland
10759,ANATR,3,9/10/2020,9/29/2020,9/17/2020,3,11.99,Ana Trujillo Emparedados y helados,Avda. de la ConstituciÃ³n 2222,MÃ©xico D.F.,Mexico,5021,Mexico
10760,MAISD,4,5/28/2023,6/4/2023,5/31/2023,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Belgium,B-1180,Belgium
10761,RATTC,5,5/26/2020,6/16/2020,5/27/2020,2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10762,FOLKO,3,7/22/2020,8/1/2020,7/25/2020,1,328.74,Folk och fÃ¤ HB,Ã…kergatan 24,BrÃ¤cke,Sweden,S-844 67,Sweden
10763,FOLIG,3,9/1/2024,9/11/2024,9/1/2024,3,37.35,Folies gourmandes, chaussÃ©e de Tournai,Lille,France,59000,France
10764,ERNSH,6,4/20/2023,4/27/2023,4/26/2023,3,145.45,Ernst Handel,Kirchgasse 6,Graz,Austria,8010,Austria
10765,QUICK,3,4/11/2021,5/3/2021,4/17/2021,3,42.74,QUICK-Stop,TaucherstraÃŸe 10,Cunewalde,Germany,1307,Germany
10766,OTTIK,4,6/7/2021,7/1/2021,6/8/2021,1,157.55,Ottilies KÃ¤seladen,Mehrheimerstr. 369,KÃ¶ln,Germany,50739,Germany
10767,SUPRD,4,1/30/2023,2/18/2023,1/31/2023,3,1.59,SuprÃªmes dÃ©lices,255,Charleroi,Belgium,B-6000,Belgium
10768,AROUT,3,10/12/2021,10/22/2021,10/13/2021,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
